time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2023-05-11 06:00:00,15.6,10.6,72.0,0.0,,190.0,5.4,,1022.0,,Fair
2023-05-11 07:00:00,14.4,11.2,81.0,0.0,,0.0,0.0,,1021.9,,Fair
2023-05-11 08:00:00,14.0,10.8,81.0,0.0,,153.0,5.5,,1022.0,,Fair
2023-05-11 09:00:00,13.0,11.2,89.0,0.0,,152.0,3.7,,1023.0,,Fair
2023-05-11 10:00:00,13.9,11.8,87.0,0.0,,0.0,0.0,,1022.7,,Fair
2023-05-11 11:00:00,16.7,12.8,78.0,0.0,,170.0,5.4,,1023.0,,Fair
2023-05-11 12:00:00,20.0,13.9,68.0,0.0,,200.0,14.8,,1023.1,,Fair
2023-05-11 13:00:00,22.0,14.1,61.0,0.0,,180.0,13.0,,1024.0,,Fair
2023-05-11 14:00:00,24.4,15.1,56.0,0.0,,200.0,11.2,,1023.5,,Fair
2023-05-11 15:00:00,25.6,13.8,48.0,0.0,,190.0,14.8,,1023.4,,Fair
2023-05-11 16:00:00,26.7,13.8,45.0,0.0,,220.0,11.2,,1022.6,,Cloudy
2023-05-11 17:00:00,27.2,12.8,41.0,0.0,,190.0,11.2,,1022.1,,Cloudy
2023-05-11 18:00:00,28.0,13.5,41.0,0.0,,160.0,13.0,,1022.0,,Cloudy
2023-05-11 19:00:00,27.8,13.3,41.0,0.0,,200.0,13.0,,1021.0,,Cloudy
2023-05-11 20:00:00,28.3,13.8,41.0,0.0,,220.0,13.0,,1020.5,,Cloudy
2023-05-11 21:00:00,27.8,13.3,41.0,0.0,,180.0,14.8,,1020.3,,Cloudy
2023-05-11 22:00:00,26.7,13.4,44.0,0.0,,250.0,11.2,,1020.2,,Cloudy
2023-05-11 23:00:00,26.0,13.2,45.0,0.0,,190.0,9.0,,1021.0,,Fair
2023-05-12 00:00:00,23.3,13.2,53.0,0.0,,180.0,5.4,,1020.3,,Fair
2023-05-12 01:00:00,22.2,13.3,57.0,0.0,,180.0,7.6,,1020.8,,Fair
2023-05-12 02:00:00,21.7,14.4,63.0,0.0,,210.0,13.0,,1021.3,,Fair
2023-05-12 03:00:00,21.0,15.3,70.0,0.0,,210.0,15.0,,1022.0,,Fair
2023-05-12 04:00:00,20.0,13.2,65.0,0.0,,210.0,20.5,,1021.5,,Fair
2023-05-12 05:00:00,18.9,13.3,70.0,0.0,,220.0,14.8,,1021.4,,Fair
2023-05-12 06:00:00,17.2,13.3,78.0,0.0,,240.0,13.0,,1021.2,,Fair
2023-05-12 07:00:00,16.7,13.2,80.0,0.0,,240.0,9.4,,1021.3,,Fair
2023-05-12 08:00:00,17.2,13.9,81.0,0.0,,230.0,9.4,,1021.3,,Fair
2023-05-12 09:00:00,16.1,13.4,84.0,0.0,,230.0,9.4,,1021.8,,Fair
2023-05-12 10:00:00,17.0,14.3,84.0,0.0,,240.0,15.0,,1023.0,,Fair
2023-05-12 11:00:00,18.9,14.4,75.0,0.0,,230.0,20.5,,1023.1,,Fair
2023-05-12 12:00:00,21.1,15.0,68.0,0.0,,230.0,18.4,,1023.0,,Fair
2023-05-12 13:00:00,23.0,15.3,62.0,0.0,,220.0,17.0,,1024.0,,Fair
2023-05-12 14:00:00,25.0,16.7,60.0,0.0,,210.0,16.6,,1023.0,,Fair
2023-05-12 15:00:00,26.7,17.8,58.0,0.0,,230.0,14.8,,1022.4,,Fair
2023-05-12 16:00:00,27.8,17.9,55.0,0.0,,220.0,16.6,,1021.9,,Fair
2023-05-12 17:00:00,28.9,17.1,49.0,0.0,,230.0,14.8,,1021.3,,Fair
2023-05-12 18:00:00,29.0,16.2,46.0,0.0,,240.0,19.0,,1021.0,,Fair
2023-05-12 19:00:00,29.4,15.5,43.0,0.0,,250.0,20.5,,1020.0,,Fair
2023-05-12 20:00:00,29.4,14.4,40.0,0.0,,240.0,16.6,,1019.3,,Fair
2023-05-12 21:00:00,29.4,14.4,40.0,0.0,,200.0,16.6,,1019.1,,Cloudy
2023-05-12 22:00:00,27.8,13.0,40.0,0.0,,210.0,13.0,,1019.0,,Cloudy
2023-05-12 23:00:00,27.0,13.7,44.0,0.0,,170.0,9.0,,1020.0,,Cloudy
2023-05-13 00:00:00,24.4,13.3,50.0,0.0,,170.0,7.6,,1019.2,,Cloudy
2023-05-13 01:00:00,24.4,13.3,50.0,0.0,,180.0,9.4,,1019.4,,Cloudy
2023-05-13 02:00:00,23.9,12.8,50.0,0.0,,220.0,22.0,,1019.9,,Cloudy
2023-05-13 03:00:00,21.0,12.7,59.0,0.0,,210.0,13.0,,1020.0,,Cloudy
2023-05-13 04:00:00,21.0,12.7,59.0,0.0,,200.0,15.0,,1021.0,,Cloudy
2023-05-13 05:00:00,20.0,12.3,61.0,0.0,,220.0,20.5,,1019.9,,Cloudy
2023-05-13 06:00:00,18.9,12.9,68.0,0.0,,210.0,13.0,,1019.5,,Cloudy
2023-05-13 07:00:00,18.9,14.0,73.0,0.0,,200.0,11.2,,1019.6,,Cloudy
2023-05-13 08:00:00,18.0,14.1,78.0,0.0,,230.0,11.0,,1020.0,,Cloudy
2023-05-13 09:00:00,18.3,15.0,81.0,0.0,,220.0,14.8,,1019.8,,Cloudy
2023-05-13 10:00:00,18.3,15.5,84.0,0.0,,240.0,11.2,,1020.0,,Clear
2023-05-13 11:00:00,21.1,17.1,78.0,0.0,,220.0,14.8,,1019.9,,Cloudy
2023-05-13 12:00:00,23.3,18.4,74.0,0.0,,230.0,14.8,,1020.2,,Cloudy
2023-05-13 13:00:00,24.0,18.4,71.0,0.0,,240.0,20.0,,1021.0,,Cloudy
2023-05-13 14:00:00,25.0,18.9,69.0,0.0,,240.0,26.0,,1020.7,,Cloudy
2023-05-13 15:00:00,26.1,19.5,67.0,0.0,,230.0,26.0,,1020.3,,Cloudy
2023-05-13 16:00:00,26.7,19.3,64.0,0.0,,230.0,20.5,,1019.8,,Cloudy
2023-05-13 17:00:00,28.3,20.1,61.0,0.0,,210.0,18.4,,1018.7,,Cloudy
2023-05-13 18:00:00,27.0,18.8,61.0,0.0,,240.0,20.0,,1019.0,,Cloudy
2023-05-13 19:00:00,29.4,19.4,55.0,0.0,,210.0,22.0,,1017.2,,Cloudy
2023-05-13 20:00:00,27.8,18.2,56.0,0.0,,240.0,28.0,,1016.7,,Cloudy
2023-05-13 21:00:00,28.3,18.4,55.0,0.1,,220.0,18.4,,1016.7,,Cloudy
2023-05-13 22:00:00,27.2,18.2,58.0,0.0,,240.0,18.4,,1016.6,,Cloudy
2023-05-13 23:00:00,26.0,19.4,67.0,0.0,,250.0,7.0,,1017.0,,Overcast
2023-05-14 00:00:00,25.0,18.2,66.0,0.0,,250.0,7.6,,1017.7,,Light Rain
2023-05-14 01:00:00,24.4,18.8,71.0,2.8,,250.0,5.4,,1018.1,,Light Rain
2023-05-14 02:00:00,22.8,20.5,87.0,0.4,,198.0,7.6,,1018.1,,Light Rain
2023-05-14 03:00:00,22.0,19.7,87.0,0.0,,195.0,3.7,,1019.0,,Light Rain
2023-05-14 04:00:00,21.1,19.9,93.0,4.4,,0.0,0.0,,1018.7,,Light Rain
2023-05-14 05:00:00,21.1,19.4,90.0,0.6,,0.0,0.0,,1018.1,,Light Rain
2023-05-14 06:00:00,20.0,18.8,93.0,0.5,,200.0,7.0,,1019.0,,Light Rain
2023-05-14 07:00:00,20.0,18.8,93.0,0.0,,40.0,5.4,,1018.2,,Fog
2023-05-14 08:00:00,21.0,19.8,93.0,0.0,,340.0,6.0,,1019.0,,Fog
2023-05-14 09:00:00,20.6,19.4,93.0,0.0,,30.0,11.2,,1019.1,,Fog
2023-05-14 10:00:00,19.4,17.9,91.0,0.0,,40.0,13.0,,1020.0,,Fog
2023-05-14 11:00:00,19.0,17.8,93.0,0.0,,40.0,17.0,,1021.0,,Overcast
2023-05-14 12:00:00,20.0,17.8,87.0,0.0,,40.0,16.6,,1020.8,,Overcast
2023-05-14 13:00:00,20.0,17.8,87.0,0.0,,40.0,13.0,,1022.0,,Cloudy
2023-05-14 14:00:00,22.2,17.1,73.0,0.0,,50.0,20.5,,1021.2,,Cloudy
2023-05-14 15:00:00,23.9,15.7,60.0,0.0,,70.0,14.8,,1021.4,,Cloudy
2023-05-14 16:00:00,25.6,15.6,54.0,0.0,,80.0,16.6,,1021.5,,Overcast
2023-05-14 17:00:00,27.0,15.4,49.0,0.0,,40.0,15.0,,1022.0,,Overcast
2023-05-14 18:00:00,26.7,14.5,47.0,0.0,,50.0,18.4,,1021.3,,Overcast
2023-05-14 19:00:00,27.0,14.1,45.0,0.0,,80.0,13.0,,1021.0,,Cloudy
2023-05-14 20:00:00,27.8,14.1,43.0,0.0,,50.0,13.0,,1020.5,,Cloudy
2023-05-14 21:00:00,27.0,13.7,44.0,0.0,,50.0,15.0,,1021.0,,Cloudy
2023-05-14 22:00:00,26.0,14.8,50.0,0.0,,40.0,11.0,,1021.0,,Cloudy
2023-05-14 23:00:00,23.3,15.1,60.0,0.0,,30.0,7.6,,1021.0,,Overcast
2023-05-15 00:00:00,20.6,14.9,70.0,0.0,,50.0,9.4,,1021.4,,Overcast
2023-05-15 01:00:00,18.9,14.4,75.0,0.0,,50.0,5.4,,1022.1,,Cloudy
2023-05-15 02:00:00,19.0,15.1,78.0,0.0,,60.0,6.0,,1023.0,,Cloudy
2023-05-15 03:00:00,19.0,13.6,71.0,0.0,,80.0,11.0,,1023.0,,Cloudy
2023-05-15 04:00:00,20.0,13.2,65.0,0.0,,110.0,9.4,,1023.0,,Cloudy
2023-05-15 05:00:00,18.9,13.3,70.0,0.0,,150.0,7.6,,1023.3,,Cloudy
2023-05-15 06:00:00,18.9,12.9,68.0,0.0,,130.0,5.4,,1023.4,,Cloudy
2023-05-15 07:00:00,18.9,11.2,61.0,0.0,,140.0,7.6,,1023.9,,Cloudy
2023-05-15 08:00:00,18.0,10.4,61.0,0.0,,95.0,7.4,,1024.0,,Cloudy
2023-05-15 09:00:00,18.3,9.4,56.0,0.0,,85.0,5.4,,1024.1,,Cloudy
2023-05-15 10:00:00,17.2,11.0,67.0,0.0,,0.0,0.0,,1024.5,,Overcast
2023-05-15 11:00:00,18.3,11.6,65.0,0.0,,40.0,5.4,,1024.9,,Cloudy
2023-05-15 12:00:00,20.6,8.9,47.0,0.0,,50.0,5.4,,1025.2,,Cloudy
2023-05-15 13:00:00,21.0,10.5,51.0,0.0,,40.0,7.0,,1026.0,,Overcast
2023-05-15 14:00:00,20.6,10.7,53.0,0.0,,50.0,11.2,,1025.4,,Overcast
2023-05-15 15:00:00,21.0,9.9,49.0,0.0,,77.0,9.3,,1026.0,,Overcast
2023-05-15 16:00:00,21.1,11.1,53.0,0.0,,50.0,5.4,,1025.1,,Overcast
2023-05-15 17:00:00,22.2,11.6,51.0,0.0,,20.0,5.4,,1024.3,,Overcast
2023-05-15 18:00:00,22.0,12.0,53.0,0.0,,30.0,9.0,,1024.0,,Overcast
2023-05-15 19:00:00,22.8,12.7,53.0,0.0,,30.0,9.4,,1023.3,,Overcast
2023-05-15 20:00:00,23.9,12.8,50.0,0.0,,56.0,5.4,,1022.5,,Overcast
2023-05-15 21:00:00,22.8,12.7,53.0,0.0,,50.0,9.4,,1022.0,,Overcast
2023-05-15 22:00:00,22.0,13.6,59.0,0.0,,40.0,9.0,,1022.0,,Overcast
2023-05-15 23:00:00,20.6,13.3,63.0,0.0,,50.0,9.4,,1021.2,,Overcast
2023-05-16 00:00:00,20.0,13.9,68.0,0.0,,30.0,5.4,,1021.4,,Overcast
2023-05-16 01:00:00,19.4,14.0,71.0,0.0,,330.0,7.6,,1021.9,,Cloudy
2023-05-16 02:00:00,20.0,13.2,65.0,0.0,,80.0,11.2,,1021.4,,Overcast
2023-05-16 03:00:00,21.0,12.2,57.0,0.0,,130.0,13.0,,1021.0,,Overcast
2023-05-16 04:00:00,20.0,12.3,61.0,0.0,,150.0,11.2,,1019.7,,Overcast
2023-05-16 05:00:00,20.0,11.7,59.0,0.0,,180.0,11.2,,1018.9,,Overcast
2023-05-16 06:00:00,20.0,12.3,61.0,0.0,,210.0,11.0,,1019.0,,Overcast
2023-05-16 07:00:00,20.0,11.7,59.0,0.5,,210.0,16.6,,1017.8,,Overcast
2023-05-16 08:00:00,19.0,12.5,66.0,0.2,,220.0,15.0,,1018.0,,Overcast
2023-05-16 09:00:00,18.9,14.0,73.0,0.0,,230.0,18.4,,1017.1,,Overcast
2023-05-16 10:00:00,18.9,14.4,75.0,0.0,,220.0,18.4,,1016.7,,Cloudy
2023-05-16 11:00:00,18.9,15.0,78.0,0.0,,210.0,18.4,,1016.6,,Overcast
2023-05-16 12:00:00,21.0,16.4,75.0,0.0,,220.0,22.0,,1016.0,,Overcast
2023-05-16 13:00:00,22.8,16.1,66.0,0.0,,230.0,26.0,,1015.4,,Overcast
2023-05-16 14:00:00,22.0,15.8,68.0,0.0,,250.0,19.0,,1015.0,,Overcast
2023-05-16 15:00:00,25.6,17.8,62.0,0.1,,240.0,27.7,,1013.5,,Cloudy
2023-05-16 16:00:00,26.7,18.3,60.0,0.1,,240.0,30.0,,1012.7,,Overcast
2023-05-16 17:00:00,27.0,19.1,62.0,0.0,,230.0,24.0,,1012.0,,Overcast
2023-05-16 18:00:00,29.4,20.6,59.0,0.0,,220.0,22.0,,1010.4,,Cloudy
2023-05-16 19:00:00,29.4,20.0,57.0,0.0,,220.0,22.3,,1008.8,,Cloudy
2023-05-16 20:00:00,30.0,19.4,53.0,0.0,,240.0,30.0,,1007.4,,Cloudy
2023-05-16 21:00:00,28.9,19.0,55.0,0.3,,230.0,24.0,,1006.5,,Cloudy
2023-05-16 22:00:00,28.0,18.7,57.0,0.2,,220.0,20.0,,1006.0,,Cloudy
2023-05-16 23:00:00,27.2,18.2,58.0,0.0,,230.0,16.6,,1005.3,,Cloudy
2023-05-17 00:00:00,26.7,18.3,60.0,0.0,,210.0,13.0,,1005.3,,Heavy Rain Shower
2023-05-17 01:00:00,26.1,18.3,62.0,3.0,,220.0,20.0,,1005.3,,Heavy Rain Shower
2023-05-17 02:00:00,20.0,18.3,90.0,7.6,,260.0,19.0,,1008.0,,Heavy Rain Shower
2023-05-17 03:00:00,20.0,18.3,90.0,0.0,,230.0,17.0,,1006.0,,Light Rain
2023-05-17 04:00:00,20.0,18.3,90.0,0.0,,240.0,18.4,,1006.0,,Rain
2023-05-17 05:00:00,20.6,18.9,90.0,0.0,,240.0,13.0,,1005.6,,Rain
2023-05-17 06:00:00,21.0,19.3,90.0,0.0,,240.0,6.0,,1006.0,,Rain
2023-05-17 07:00:00,20.0,18.8,93.0,0.0,,240.0,7.6,,1005.0,,Rain
2023-05-17 08:00:00,20.0,18.8,93.0,0.0,,240.0,9.4,,1005.2,,Heavy Rain Shower
2023-05-17 09:00:00,19.4,18.2,93.0,0.0,,240.0,7.6,,1005.6,,Cloudy
2023-05-17 10:00:00,20.0,18.3,90.0,0.0,,0.0,0.0,,1006.3,,Cloudy
2023-05-17 11:00:00,20.6,18.4,87.0,0.0,,0.0,0.0,,1007.1,,Cloudy
2023-05-17 12:00:00,21.0,16.6,76.0,0.0,,303.0,7.0,,1009.0,,Cloudy
2023-05-17 13:00:00,22.2,16.0,68.0,0.0,,327.0,9.4,,1008.5,,Cloudy
2023-05-17 14:00:00,23.3,14.0,56.0,0.0,,30.0,14.8,,1009.1,,Cloudy
2023-05-17 15:00:00,24.4,14.5,54.0,0.0,,50.0,16.6,,1009.2,,Cloudy
2023-05-17 16:00:00,25.6,13.8,48.0,0.0,,340.0,13.0,,1008.7,,Cloudy
2023-05-17 17:00:00,26.0,12.8,44.0,0.0,,10.0,7.0,,1010.0,,Cloudy
2023-05-17 18:00:00,27.2,11.7,38.0,0.0,,20.0,14.8,,1008.7,,Cloudy
2023-05-17 19:00:00,27.0,10.2,35.0,0.0,,40.0,15.0,,1009.0,,Cloudy
2023-05-17 20:00:00,27.2,8.1,30.0,0.0,,30.0,20.0,,1008.7,,Cloudy
2023-05-17 21:00:00,27.0,9.8,34.0,0.0,,50.0,9.0,,1010.0,,Cloudy
2023-05-17 22:00:00,25.6,9.8,37.0,0.0,,30.0,9.4,,1009.3,,Cloudy
2023-05-17 23:00:00,22.2,11.6,51.0,0.0,,80.0,9.4,,1010.2,,Cloudy
2023-05-18 00:00:00,21.0,12.2,57.0,0.0,,60.0,6.0,,1012.0,,Cloudy
2023-05-18 01:00:00,21.1,12.3,57.0,0.0,,70.0,18.4,,1012.4,,Cloudy
2023-05-18 02:00:00,21.0,13.9,64.0,0.0,,100.0,20.0,,1014.0,,Cloudy
2023-05-18 03:00:00,20.6,14.5,68.0,0.0,,110.0,20.5,,1014.2,,Cloudy
2023-05-18 04:00:00,19.4,12.2,63.0,0.0,,110.0,28.0,,1014.9,,Cloudy
2023-05-18 05:00:00,18.9,12.2,65.0,0.0,,90.0,20.5,,1015.3,,Cloudy
2023-05-18 06:00:00,17.8,11.8,68.0,0.0,,80.0,9.4,,1015.6,,Cloudy
2023-05-18 07:00:00,17.0,10.8,67.0,0.0,,80.0,13.0,,1017.0,,Cloudy
2023-05-18 08:00:00,16.7,11.6,72.0,0.0,,70.0,7.6,,1016.8,,Cloudy
2023-05-18 09:00:00,15.6,12.7,83.0,0.0,,60.0,13.0,,1017.5,,Cloudy
2023-05-18 10:00:00,15.6,12.2,80.0,0.0,,60.0,16.6,,1018.7,,Cloudy
2023-05-18 11:00:00,16.7,11.2,70.0,0.0,,70.0,14.8,,1019.8,,Cloudy
2023-05-18 12:00:00,18.0,11.3,65.0,0.0,,70.0,19.0,,1021.0,,Cloudy
2023-05-18 13:00:00,18.9,10.7,59.0,0.0,,70.0,22.3,,1021.3,,Cloudy
2023-05-18 14:00:00,19.4,10.7,57.0,0.0,,60.0,13.0,,1021.9,,Cloudy
2023-05-18 15:00:00,21.1,11.1,53.0,0.0,,60.0,18.4,,1021.9,,Cloudy
2023-05-18 16:00:00,22.0,10.2,47.0,0.0,,70.0,17.0,,1022.0,,Cloudy
2023-05-18 17:00:00,22.8,11.2,48.0,0.0,,70.0,18.4,,1021.8,,Overcast
2023-05-18 18:00:00,23.3,10.0,43.0,0.0,,90.0,18.4,,1021.7,,Cloudy
2023-05-18 19:00:00,23.3,8.9,40.0,0.0,,90.0,20.5,,1021.5,,Cloudy
2023-05-18 20:00:00,22.2,9.0,43.0,0.0,,70.0,18.4,,1021.7,,Cloudy
2023-05-18 21:00:00,22.0,8.5,42.0,0.0,,90.0,22.0,,1022.0,,Cloudy
2023-05-18 22:00:00,20.6,8.9,47.0,0.0,,60.0,14.8,,1022.0,,Overcast
2023-05-18 23:00:00,19.4,8.4,49.0,0.0,,70.0,9.4,,1022.2,,Overcast
2023-05-19 00:00:00,18.3,7.1,48.0,0.0,,70.0,9.4,,1022.6,,Overcast
2023-05-19 01:00:00,17.2,7.3,52.0,0.0,,70.0,11.2,,1023.3,,Cloudy
2023-05-19 02:00:00,18.0,9.1,56.0,0.0,,70.0,9.0,,1024.0,,Cloudy
2023-05-19 03:00:00,16.7,9.4,62.0,0.0,,70.0,7.6,,1023.6,,Cloudy
2023-05-19 04:00:00,16.7,10.5,67.0,0.0,,60.0,13.0,,1023.2,,Overcast
2023-05-19 05:00:00,16.7,11.2,70.0,0.0,,70.0,13.0,,1022.6,,Overcast
2023-05-19 06:00:00,16.1,11.1,72.0,0.0,,60.0,11.2,,1021.9,,Overcast
2023-05-19 07:00:00,16.0,11.6,75.0,0.4,,50.0,15.0,,1022.0,,Light Rain
2023-05-19 08:00:00,15.6,11.8,78.0,0.0,,40.0,7.6,,1021.8,,Light Rain
2023-05-19 09:00:00,14.0,11.9,87.0,1.6,,30.0,9.0,,1022.0,,Light Rain
2023-05-19 10:00:00,14.4,12.8,90.0,0.5,,40.0,9.4,,1022.7,,Rain
2023-05-19 11:00:00,15.0,13.4,90.0,1.1,,20.0,13.0,,1023.0,,Heavy Rain
2023-05-19 12:00:00,16.1,14.5,90.0,3.6,,50.0,13.0,,1023.0,,Heavy Rain
2023-05-19 13:00:00,17.0,15.3,90.0,5.2,,60.0,15.0,,1023.0,,Heavy Rain
2023-05-19 14:00:00,18.0,15.8,87.0,3.5,,60.0,19.0,,1023.0,,Heavy Rain
2023-05-19 15:00:00,17.8,15.6,87.0,3.1,,50.0,22.0,,1023.0,,Heavy Rain
2023-05-19 16:00:00,19.4,16.6,84.0,0.0,,50.0,20.5,,1023.0,,Light Rain
2023-05-19 17:00:00,19.4,16.1,81.0,0.0,,50.0,14.8,,1022.2,,Light Rain
2023-05-19 18:00:00,19.4,16.6,84.0,0.0,,50.0,18.4,,1022.0,,Overcast
2023-05-19 19:00:00,20.0,16.6,81.0,0.0,,80.0,22.3,,1020.7,,Overcast
2023-05-19 20:00:00,20.6,16.6,78.0,0.0,,60.0,14.8,,1020.1,,Overcast
2023-05-19 21:00:00,21.0,16.0,73.0,0.4,,60.0,15.0,,1020.0,,Cloudy
2023-05-19 22:00:00,20.6,16.0,75.0,0.0,,20.0,5.4,,1020.1,,Overcast
2023-05-19 23:00:00,20.0,16.0,78.0,0.0,,40.0,9.4,,1020.2,,Overcast
2023-05-20 00:00:00,20.0,16.0,78.0,0.0,,40.0,7.6,,1020.4,,Overcast
2023-05-20 01:00:00,19.0,15.7,81.0,0.0,,50.0,6.0,,1021.0,,Overcast
2023-05-20 02:00:00,18.9,16.1,84.0,0.0,,30.0,5.4,,1020.0,,Overcast
2023-05-20 03:00:00,17.8,16.1,90.0,0.0,,340.0,5.4,,1019.7,,Cloudy
2023-05-20 04:00:00,17.2,15.5,90.0,0.0,,0.0,0.0,,1019.1,,Cloudy
2023-05-20 05:00:00,16.7,15.1,90.0,0.0,,0.0,0.0,,1018.3,,Cloudy
2023-05-20 06:00:00,15.6,14.5,93.0,0.0,,330.0,5.4,,1018.1,,Cloudy
2023-05-20 07:00:00,16.0,14.4,90.0,0.0,,30.0,7.4,,1018.0,,Cloudy
2023-05-20 08:00:00,15.0,13.9,93.0,0.0,,330.0,5.4,,1017.7,,Overcast
2023-05-20 09:00:00,15.0,13.9,93.0,0.0,,20.0,7.6,,1017.6,,Overcast
2023-05-20 10:00:00,15.6,14.5,93.0,0.0,,0.0,0.0,,1017.7,,Overcast
2023-05-20 11:00:00,18.0,14.7,81.0,0.0,,20.0,9.0,,1018.0,,Cloudy
2023-05-20 12:00:00,19.4,15.7,79.0,0.0,,20.0,5.4,,1017.8,,Cloudy
2023-05-20 13:00:00,22.2,15.1,64.0,0.0,,352.0,7.6,,1017.8,,Cloudy
2023-05-20 14:00:00,23.3,15.6,62.0,0.0,,347.0,11.2,,1017.1,,Cloudy
2023-05-20 15:00:00,24.4,15.1,56.0,0.0,,0.0,0.0,,1016.8,,Cloudy
2023-05-20 16:00:00,25.0,15.6,56.0,0.0,,287.0,9.3,,1016.4,,Cloudy
2023-05-20 17:00:00,25.0,15.6,56.0,0.0,,270.0,9.0,,1017.0,,Cloudy
2023-05-20 18:00:00,24.4,17.2,64.0,0.0,,260.0,14.8,,1015.8,,Cloudy
2023-05-20 19:00:00,24.4,17.2,64.0,0.0,,290.0,13.0,,1015.5,,Cloudy
2023-05-20 20:00:00,25.0,17.2,62.0,0.0,,240.0,18.4,,1014.9,,Cloudy
2023-05-20 21:00:00,24.0,17.3,66.0,0.0,,250.0,13.0,,1015.0,,Cloudy
2023-05-20 22:00:00,23.3,16.8,67.0,0.0,,240.0,16.6,,1014.2,,Cloudy
2023-05-20 23:00:00,21.7,16.6,73.0,0.0,,250.0,13.0,,1014.4,,Cloudy
2023-05-21 00:00:00,21.0,17.0,78.0,0.0,,250.0,9.0,,1015.0,,Cloudy
2023-05-21 01:00:00,20.0,16.6,81.0,0.0,,250.0,6.0,,1015.0,,Cloudy
2023-05-21 02:00:00,20.6,17.2,81.0,0.0,,260.0,5.4,,1015.1,,Cloudy
2023-05-21 03:00:00,20.0,17.2,84.0,0.0,,250.0,9.4,,1015.2,,Cloudy
2023-05-21 04:00:00,20.0,17.2,84.0,0.0,,240.0,7.6,,1015.0,,Overcast
2023-05-21 05:00:00,20.0,17.2,84.0,0.0,,240.0,9.4,,1014.8,,Overcast
2023-05-21 06:00:00,19.0,16.8,87.0,0.0,,260.0,6.0,,1015.0,,Overcast
2023-05-21 07:00:00,20.0,17.2,84.0,0.4,,0.0,0.0,,1014.8,,Overcast
2023-05-21 08:00:00,20.0,17.2,84.0,0.1,,0.0,0.0,,1015.0,,Overcast
2023-05-21 09:00:00,20.0,17.2,84.0,0.0,,331.0,5.4,,1015.8,,Light Rain
2023-05-21 10:00:00,18.3,15.0,81.0,0.0,,30.0,9.4,,1016.7,,Light Rain
2023-05-21 11:00:00,19.0,15.1,78.0,0.0,,36.0,11.0,,1018.0,,Light Rain
2023-05-21 12:00:00,17.8,15.6,87.0,0.0,,50.0,22.3,,1018.0,,Light Rain
2023-05-21 13:00:00,18.9,14.4,75.0,0.2,,60.0,18.4,,1018.2,,Overcast
2023-05-21 14:00:00,20.0,14.4,70.0,0.1,,50.0,14.8,,1018.1,,Overcast
2023-05-21 15:00:00,20.0,14.4,70.0,0.0,,40.0,13.0,,1018.4,,Overcast
2023-05-21 16:00:00,21.0,15.3,70.0,0.0,,50.0,17.0,,1018.0,,Cloudy
2023-05-21 17:00:00,21.1,15.0,68.0,0.0,,45.0,5.4,,1017.6,,Cloudy
2023-05-21 18:00:00,22.0,15.8,68.0,0.0,,110.0,11.0,,1018.0,,Cloudy
2023-05-21 19:00:00,22.8,15.6,64.0,0.0,,0.0,0.0,,1016.8,,Cloudy
2023-05-21 20:00:00,24.0,14.7,56.0,0.0,,10.0,7.0,,1017.0,,Cloudy
2023-05-21 21:00:00,24.4,13.3,50.0,0.0,,40.0,11.2,,1016.2,,Fair
2023-05-21 22:00:00,23.9,13.4,52.0,0.0,,30.0,11.2,,1016.3,,Fair
2023-05-21 23:00:00,21.7,13.3,59.0,0.0,,30.0,5.4,,1016.8,,Fair
2023-05-22 00:00:00,17.8,14.5,81.0,0.0,,0.0,0.0,,1017.5,,Fair
2023-05-22 01:00:00,17.0,14.6,86.0,0.0,,68.0,5.5,,1018.0,,Fair
2023-05-22 02:00:00,15.0,12.9,87.0,0.0,,0.0,0.0,,1018.3,,Fair
2023-05-22 03:00:00,15.0,13.4,90.0,0.0,,50.0,5.4,,1018.3,,Fair
2023-05-22 04:00:00,15.0,12.9,87.0,0.0,,0.0,0.0,,1018.5,,Fair
2023-05-22 05:00:00,13.9,12.3,90.0,0.0,,0.0,0.0,,1018.6,,Fair
2023-05-22 06:00:00,13.0,11.9,93.0,0.0,,75.0,1.8,,1019.0,,Fair
2023-05-22 07:00:00,11.7,11.1,96.0,0.0,,0.0,0.0,,1018.1,,Fog
2023-05-22 08:00:00,11.1,10.6,97.0,0.0,,0.0,0.0,,1018.2,,Fog
2023-05-22 09:00:00,11.1,10.0,93.0,0.0,,0.0,0.0,,1018.4,,Fog
2023-05-22 10:00:00,12.0,10.9,93.0,0.0,,19.0,5.5,,1019.0,,Fair
2023-05-22 11:00:00,15.6,12.7,83.0,0.0,,36.0,5.4,,1019.7,,Cloudy
2023-05-22 12:00:00,18.9,13.3,70.0,0.0,,0.0,0.0,,1019.9,,Cloudy
2023-05-22 13:00:00,21.7,12.3,55.0,0.0,,30.0,13.0,,1020.0,,Cloudy
2023-05-22 14:00:00,23.9,12.2,48.0,0.0,,40.0,16.6,,1019.9,,Cloudy
2023-05-22 15:00:00,25.0,12.2,45.0,0.0,,33.0,11.0,,1020.0,,Cloudy
2023-05-22 16:00:00,26.1,11.1,39.0,0.0,,46.0,9.4,,1019.8,,Cloudy
2023-05-22 17:00:00,26.7,11.2,38.0,0.0,,70.0,18.4,,1019.2,,Cloudy
